,0
feature12467,21.0
feature12468,5.0
feature12469,2.0
feature12470,7.0
feature12471,108.0
feature12472,4.0
feature12473,35.0
feature12474,2.0
feature12475,12.0
feature12476,248.0
feature12477,72.0
feature12478,3.0
feature12479,27.0
feature12480,262.0
feature12481,10.0
feature12482,14.0
feature12483,7.0
feature12484,4.0
feature12485,9.0
feature12486,24.0
feature12487,6.0
feature12488,32.0
feature12489,3.0
feature12490,10.0
feature12491,3.0
feature12492,16.0
feature12493,6.0
feature12494,19.0
feature12495,8.0
feature12496,13.0
feature12497,8.0
feature12498,3.0
feature12499,97.0
feature12500,23.0
feature12501,2.0
feature12502,19.0
feature12503,8.0
feature12504,20.0
feature12505,25.0
feature12506,4.0
feature12507,28.0
feature12508,7.0
feature12509,4.0
feature12510,4.0
feature12511,18.0
feature12512,3045.0
feature12513,106.0
feature12514,6.0
feature12515,154.0
feature12516,4.0
feature12517,4.0
feature12518,43.0
feature12519,77.0
feature12520,7052.0
feature12521,5.0
feature12522,6.0
feature12523,4.0
feature12524,2.0
feature12525,6.0
feature12526,25.0
feature12527,8.0
feature12528,20.0
feature12529,23.0
feature12530,9.0
feature12531,22.0
feature12532,8.0
feature12533,28.0
feature12534,4.0
feature12535,1906.0
feature12536,35.0
feature12537,3.0
feature12538,3.0
feature12539,3.0
feature12540,2.0
feature12541,3.0
feature12542,6.0
feature12543,87.0
feature12544,7.0
feature12545,18.0
feature12546,20.0
feature12547,2.0
feature12548,8.0
feature12549,72.0
feature12550,38.0
feature12551,38.0
feature12552,2.0
feature12553,2.0
feature12554,5.0
feature12555,2.0
feature12556,36.0
feature12557,3.0
feature12558,14.0
feature12559,18.0
feature12560,4.0
feature12561,4.0
feature12562,2280.0
feature12563,7.0
feature12564,2.0
feature12565,12.0
feature12566,5.0
feature12567,12.0
feature12568,4.0
feature12569,3.0
feature12570,6.0
feature12571,12.0
feature12572,51.0
feature12573,5.0
feature12574,37.0
feature12575,26.0
feature12576,9.0
feature12577,8.0
feature12578,8.0
feature12579,4.0
feature12580,216.0
feature12581,13.0
feature12582,6.0
feature12583,29.0
feature12584,2.0
feature12585,7.0
feature12586,2.0
feature12587,13.0
feature12588,413.0
feature12589,3.0
feature12590,18.0
feature12591,74.0
feature12592,17.0
feature12593,3.0
feature12594,3.0
feature12595,30.0
feature12596,8.0
feature12597,5.0
feature12598,6.0
feature12599,12.0
feature12600,4.0
feature12601,19.0
feature12602,6.0
feature12603,4.0
feature12604,126.0
feature12605,18.0
feature12606,2.0
feature12607,2.0
feature12608,2.0
feature12609,2.0
feature12610,28.0
feature12611,14.0
feature12612,2.0
feature12613,27.0
feature12614,2.0
feature12615,16.0
feature12616,3.0
feature12617,12.0
feature12618,10.0
feature12619,9.0
feature12620,4.0
feature12621,2.0
feature12622,5.0
feature12623,5.0
feature12624,6.0
feature12625,3.0
feature12626,9.0
feature12627,5.0
feature12628,6.0
feature12629,13.0
feature12630,65.0
feature12631,2.0
feature12632,6.0
feature12633,10.0
feature12634,294.0
feature12635,42.0
feature12636,2.0
feature12637,22.0
feature12638,5.0
feature12639,13.0
feature12640,32.0
feature12641,4.0
feature12642,11.0
feature12643,344.0
feature12644,66.0
feature12645,313.0
feature12646,18.0
feature12647,10.0
feature12648,2.0
feature12649,51.0
feature12650,22.0
feature12651,11.0
feature12652,13.0
feature12653,2.0
feature12654,9.0
feature12655,33.0
feature12656,4.0
feature12657,16.0
feature12658,4.0
feature12659,3.0
feature12660,9.0
feature12661,2.0
feature12662,7.0
feature12663,306.0
feature12664,5.0
feature12665,2.0
feature12666,3.0
feature12667,4.0
feature12668,18.0
feature12669,6.0
feature12670,6.0
feature12671,3.0
feature12672,35.0
feature12673,23.0
feature12674,7.0
feature12675,44.0
feature12676,3.0
feature12677,3.0
feature12678,2.0
feature12679,25.0
feature12680,325.0
feature12681,4.0
feature12682,4.0
feature12683,2.0
feature12684,17.0
feature12685,6.0
feature12686,12.0
feature12687,4.0
feature12688,2.0
feature12689,3.0
feature12690,4.0
feature12691,9.0
feature12692,27.0
feature12693,61.0
feature12694,25.0
feature12695,2.0
feature12696,10.0
feature12697,2.0
feature12698,519.0
feature12699,749.0
feature12700,10.0
feature12701,2.0
feature12702,2.0
feature12703,18.0
feature12704,29.0
feature12705,14.0
feature12706,3.0
feature12707,4.0
feature12708,2.0
feature12709,3.0
feature12710,15.0
feature12711,45.0
feature12712,6.0
feature12713,5.0
feature12714,675.0
feature12715,3.0
feature12716,2616.0
feature12717,143.0
feature12718,4.0
feature12719,864.0
feature12720,2.0
feature12721,5.0
feature12722,23.0
feature12723,9364.0
feature12724,3.0
feature12725,228.0
feature12726,2.0
feature12727,2.0
feature12728,32.0
feature12729,4.0
feature12730,10.0
feature12731,96.0
feature12732,10.0
feature12733,3.0
feature12734,2.0
feature12735,10.0
feature12736,4.0
feature12737,4.0
feature12738,54.0
feature12739,2.0
feature12740,9.0
feature12741,308.0
feature12742,2.0
feature12743,10.0
feature12744,19.0
feature12745,6.0
feature12746,5.0
feature12747,24.0
feature12748,4.0
feature12749,11.0
feature12750,2.0
feature12751,36.0
feature12752,256.0
feature12753,7.0
feature12754,2.0
feature12755,6.0
feature12756,3.0
feature12757,26.0
feature12758,6.0
feature12759,4.0
feature12760,4.0
feature12761,8.0
feature12762,6.0
feature12763,127.0
feature12764,4.0
feature12765,3.0
feature12766,7.0
feature12767,5.0
feature12768,127.0
feature12769,8.0
feature12770,18.0
feature12771,9.0
feature12772,3.0
feature12773,5.0
feature12774,12.0
feature12775,12.0
feature12776,3.0
feature12777,108.0
feature12778,12.0
feature12779,4.0
feature12780,3.0
feature12781,535.0
feature12782,13.0
feature12783,4.0
feature12784,2.0
feature12785,10.0
feature12786,3.0
feature12787,6.0
feature12788,3.0
feature12789,15.0
feature12790,36.0
feature12791,56.0
feature12792,3.0
feature12793,4.0
feature12794,5.0
feature12795,7.0
feature12796,64.0
feature12797,3.0
feature12798,7.0
feature12799,3.0
feature12800,54.0
feature12801,29.0
feature12802,5.0
feature12803,31.0
feature12804,2.0
feature12805,4.0
feature12806,11.0
feature12807,2.0
feature12808,57.0
feature12809,38.0
feature12810,10.0
feature12811,2.0
feature12812,11.0
feature12813,2.0
feature12814,4.0
feature12815,10.0
feature12816,4.0
feature12817,52.0
feature12818,8.0
feature12819,23.0
feature12820,3.0
feature12821,55.0
feature12822,65.0
feature12823,19.0
feature12824,4.0
feature12825,3.0
feature12826,10.0
feature12827,4.0
feature12828,4.0
feature12829,4.0
feature12830,3.0
feature12831,9.0
feature12832,3.0
feature12833,2.0
feature12834,3.0
feature12835,52705.0
feature12836,5.0
feature12837,19.0
feature12838,7.0
feature12839,2452.0
feature12840,3.0
feature12841,26.0
feature12842,4.0
feature12843,2.0
feature12844,4.0
feature12845,2.0
feature12846,42.0
feature12847,12.0
feature12848,5.0
feature12849,2.0
feature12850,146.0
feature12851,38.0
feature12852,154.0
feature12853,51.0
feature12854,73.0
feature12855,8.0
feature12856,47.0
feature12857,2.0
feature12858,4.0
feature12859,4.0
feature12860,34.0
feature12861,5.0
feature12862,21.0
feature12863,6.0
feature12864,6.0
feature12865,87.0
feature12866,11.0
feature12867,4.0
feature12868,3.0
feature12869,114.0
feature12870,8.0
feature12871,3.0
feature12872,3.0
feature12873,3.0
feature12874,6.0
feature12875,10.0
feature12876,20.0
feature12877,25.0
feature12878,59.0
feature12879,7.0
feature12880,14.0
feature12881,26.0
feature12882,2.0
feature12883,2.0
feature12884,9.0
feature12885,5144.0
feature12886,13.0
feature12887,2.0
feature12888,20.0
feature12889,28.0
feature12890,5.0
feature12891,45.0
feature12892,51.0
feature12893,3.0
feature12894,2.0
feature12895,4.0
feature12896,63.0
feature12897,3.0
feature12898,5.0
feature12899,285.0
feature12900,29.0
feature12901,195.0
feature12902,18.0
feature12903,3.0
feature12904,45.0
feature12905,7.0
feature12906,15.0
feature12907,6.0
feature12908,38.0
feature12909,4.0
feature12910,284.0
feature12911,2.0
feature12912,3.0
feature12913,2.0
feature12914,3.0
feature12915,20.0
feature12916,5.0
feature12917,7.0
feature12918,11.0
feature12919,2.0
feature12920,55.0
feature12921,2.0
feature12922,127.0
feature12923,84.0
feature12924,3.0
feature12925,5.0
feature12926,4.0
feature12927,30.0
feature12928,2.0
feature12929,5.0
feature12930,7.0
feature12931,3.0
feature12932,10.0
feature12933,11.0
feature12934,101.0
feature12935,27.0
feature12936,2.0
feature12937,8.0
feature12938,11.0
feature12939,2.0
feature12940,12.0
feature12941,2.0
feature12942,5.0
feature12943,7.0
feature12944,3.0
feature12945,40.0
feature12946,12.0
feature12947,7.0
feature12948,2.0
feature12949,8.0
feature12950,2.0
feature12951,226.0
feature12952,11.0
feature12953,3.0
feature12954,109.0
feature12955,3.0
feature12956,4.0
feature12957,3.0
feature12958,3.0
feature12959,82.0
feature12960,13.0
feature12961,4.0
feature12962,5.0
feature12963,76.0
feature12964,12.0
feature12965,2.0
feature12966,5.0
feature12967,228.0
feature12968,3.0
feature12969,5.0
feature12970,1436.0
feature12971,3.0
feature12972,4.0
feature12973,4.0
feature12974,13.0
feature12975,73.0
feature12976,4.0
feature12977,85.0
feature12978,4.0
feature12979,3878.0
feature12980,7.0
feature12981,6.0
feature12982,23.0
feature12983,2.0
feature12984,2.0
feature12985,4.0
feature12986,10.0
feature12987,38.0
feature12988,6.0
feature12989,41.0
feature12990,2.0
feature12991,114.0
feature12992,5.0
feature12993,5.0
feature12994,6.0
feature12995,4.0
feature12996,13.0
feature12997,8.0
feature12998,4.0
feature12999,3.0
feature13000,12.0
feature13001,3.0
feature13002,3.0
feature13003,3.0
feature13004,6.0
feature13005,3.0
feature13006,12.0
feature13007,7.0
feature13008,6.0
feature13009,19.0
feature13010,7.0
feature13011,2.0
feature13012,2.0
feature13013,9.0
feature13014,5.0
feature13015,3.0
feature13016,30.0
feature13017,49.0
feature13018,124.0
feature13019,22.0
feature13020,2.0
feature13021,9.0
feature13022,10.0
feature13023,3.0
feature13024,5.0
feature13025,2.0
feature13026,2.0
feature13027,2.0
feature13028,5.0
feature13029,5.0
feature13030,3.0
feature13031,149.0
feature13032,26.0
feature13033,3.0
feature13034,27.0
feature13035,6.0
feature13036,15.0
feature13037,6.0
feature13038,102.0
feature13039,15.0
feature13040,2.0
feature13041,2.0
feature13042,4.0
feature13043,6.0
feature13044,12.0
feature13045,3.0
feature13046,38.0
feature13047,2.0
feature13048,6.0
feature13049,2.0
feature13050,6.0
feature13051,129.0
feature13052,3.0
feature13053,7.0
feature13054,8.0
feature13055,2.0
feature13056,5.0
feature13057,164.0
feature13058,46.0
feature13059,6.0
feature13060,79.0
feature13061,17.0
feature13062,3.0
feature13063,3.0
feature13064,4.0
feature13065,1057.0
feature13066,60.0
feature13067,105.0
feature13068,1219.0
feature13069,54.0
feature13070,10.0
feature13071,4.0
feature13072,9.0
feature13073,4.0
feature13074,11.0
feature13075,10.0
feature13076,6.0
feature13077,49.0
feature13078,3.0
feature13079,4.0
feature13080,5.0
feature13081,12.0
feature13082,9.0
feature13083,5.0
feature13084,3.0
feature13085,3.0
feature13086,4.0
feature13087,3.0
feature13088,3.0
feature13089,75.0
feature13090,4.0
feature13091,4.0
feature13092,2.0
feature13093,5079.0
feature13094,6.0
feature13095,10.0
feature13096,4.0
feature13097,2.0
feature13098,24.0
feature13099,3.0
feature13100,3.0
feature13101,27.0
feature13102,5931.0
feature13103,3.0
feature13104,7.0
feature13105,8.0
feature13106,2.0
feature13107,16.0
feature13108,3.0
feature13109,8.0
feature13110,10.0
feature13111,7.0
feature13112,249.0
feature13113,70.0
feature13114,8.0
feature13115,45.0
feature13116,4.0
feature13117,4.0
feature13118,4.0
feature13119,6.0
feature13120,20.0
feature13121,7.0
feature13122,4.0
feature13123,4.0
feature13124,3.0
feature13125,33.0
feature13126,33.0
feature13127,46.0
feature13128,21.0
feature13129,2.0
feature13130,57.0
feature13131,11.0
feature13132,5.0
feature13133,14.0
feature13134,3.0
feature13135,17.0
feature13136,4.0
feature13137,2.0
feature13138,15.0
feature13139,14.0
feature13140,3.0
feature13141,10.0
feature13142,4.0
feature13143,5.0
feature13144,956.0
feature13145,191.0
feature13146,19.0
feature13147,9.0
feature13148,8.0
feature13149,3.0
feature13150,2.0
feature13151,30.0
feature13152,10.0
feature13153,6.0
feature13154,5.0
feature13155,5.0
feature13156,48961.0
feature13157,3.0
feature13158,6.0
feature13159,50.0
feature13160,2.0
feature13161,6.0
feature13162,9.0
feature13163,3.0
feature13164,53.0
feature13165,3.0
feature13166,11.0
feature13167,2.0
feature13168,5.0
feature13169,33.0
feature13170,4.0
feature13171,56.0
feature13172,5.0
feature13173,3.0
feature13174,4.0
feature13175,5.0
feature13176,18.0
feature13177,9.0
feature13178,2.0
feature13179,97.0
feature13180,2.0
feature13181,8.0
feature13182,6.0
feature13183,21.0
feature13184,10.0
feature13185,3.0
feature13186,13.0
feature13187,5.0
feature13188,10.0
feature13189,13.0
feature13190,3.0
feature13191,3.0
feature13192,10.0
feature13193,2.0
feature13194,5.0
feature13195,9.0
feature13196,7.0
feature13197,6.0
feature13198,125.0
feature13199,363.0
feature13200,14.0
feature13201,7.0
feature13202,6.0
feature13203,18.0
feature13204,10.0
feature13205,6.0
feature13206,14.0
feature13207,519.0
feature13208,13.0
feature13209,4.0
feature13210,4.0
feature13211,6.0
feature13212,4.0
feature13213,66.0
feature13214,2.0
feature13215,12.0
feature13216,7.0
feature13217,3.0
feature13218,3.0
feature13219,12.0
feature13220,9.0
feature13221,96.0
feature13222,48.0
feature13223,2.0
feature13224,9.0
feature13225,4.0
feature13226,53.0
feature13227,1271.0
feature13228,6.0
feature13229,5.0
feature13230,2993.0
feature13231,2.0
feature13232,4.0
feature13233,32.0
feature13234,3.0
feature13235,5.0
feature13236,24.0
feature13237,2.0
feature13238,2.0
feature13239,11.0
feature13240,5.0
feature13241,3.0
feature13242,553.0
feature13243,6.0
feature13244,3.0
feature13245,18.0
feature13246,2.0
feature13247,4.0
feature13248,8.0
feature13249,31.0
feature13250,18.0
feature13251,4.0
feature13252,2640.0
feature13253,3.0
feature13254,3.0
feature13255,122.0
feature13256,3.0
feature13257,4.0
feature13258,3.0
feature13259,3.0
feature13260,204.0
feature13261,2.0
feature13262,5.0
feature13263,6.0
feature13264,10.0
feature13265,4.0
feature13266,19.0
feature13267,5.0
feature13268,6.0
feature13269,7.0
feature13270,4.0
feature13271,9.0
feature13272,4.0
feature13273,2.0
feature13274,10.0
feature13275,3.0
feature13276,8.0
feature13277,3.0
feature13278,14.0
feature13279,8.0
feature13280,4.0
feature13281,38.0
feature13282,2.0
feature13283,5.0
feature13284,3.0
feature13285,7.0
feature13286,3.0
feature13287,299.0
feature13288,2.0
feature13289,4.0
feature13290,3.0
feature13291,4.0
feature13292,33.0
feature13293,28.0
feature13294,3.0
feature13295,2.0
feature13296,23.0
feature13297,2.0
feature13298,3.0
feature13299,2.0
feature13300,28.0
feature13301,3.0
feature13302,6.0
feature13303,256.0
feature13304,20.0
feature13305,269.0
feature13306,6.0
feature13307,32.0
feature13308,4.0
feature13309,11.0
feature13310,5.0
feature13311,3.0
feature13312,21.0
feature13313,8.0
feature13314,510.0
feature13315,3.0
feature13316,6.0
feature13317,5.0
feature13318,185.0
feature13319,40.0
feature13320,72.0
feature13321,8.0
feature13322,2.0
feature13323,8.0
feature13324,2.0
feature13325,5.0
feature13326,2.0
feature13327,79.0
feature13328,15.0
feature13329,2.0
feature13330,9.0
feature13331,4.0
feature13332,2.0
feature13333,13.0
feature13334,5.0
feature13335,584.0
feature13336,20.0
feature13337,12.0
feature13338,49.0
feature13339,6.0
feature13340,79.0
feature13341,4.0
feature13342,3.0
feature13343,47.0
feature13344,10.0
feature13345,3.0
feature13346,6.0
feature13347,2.0
feature13348,15.0
feature13349,6.0
feature13350,2.0
feature13351,8.0
feature13352,21.0
feature13353,22.0
feature13354,8.0
feature13355,3.0
feature13356,6.0
feature13357,2617.0
feature13358,138.0
feature13359,16.0
feature13360,4.0
feature13361,8.0
feature13362,5.0
feature13363,228.0
feature13364,29.0
feature13365,31.0
feature13366,8.0
feature13367,32.0
feature13368,27.0
feature13369,3.0
feature13370,3.0
feature13371,3.0
feature13372,4.0
feature13373,2.0
feature13374,19.0
feature13375,36.0
feature13376,11.0
feature13377,4.0
feature13378,2.0
feature13379,5.0
feature13380,8.0
feature13381,3.0
feature13382,3.0
feature13383,6.0
feature13384,76.0
feature13385,6.0
feature13386,3.0
feature13387,5.0
feature13388,4.0
feature13389,46.0
feature13390,38.0
feature13391,6.0
feature13392,4.0
feature13393,207.0
feature13394,67.0
feature13395,4.0
feature13396,3.0
feature13397,3.0
feature13398,49.0
feature13399,7.0
feature13400,7.0
feature13401,3.0
feature13402,20.0
feature13403,12.0
feature13404,2.0
feature13405,2.0
feature13406,4.0
feature13407,2.0
feature13408,3.0
feature13409,3.0
feature13410,55.0
feature13411,2.0
feature13412,273.0
feature13413,5.0
feature13414,2.0
feature13415,3.0
feature13416,14.0
feature13417,3.0
feature13418,10.0
feature13419,38.0
feature13420,12.0
feature13421,7.0
feature13422,53.0
feature13423,10.0
feature13424,2.0
feature13425,3.0
feature13426,3.0
feature13427,3.0
feature13428,55.0
feature13429,61.0
feature13430,2.0
feature13431,30.0
feature13432,2.0
feature13433,8.0
feature13434,17.0
feature13435,7.0
feature13436,16.0
feature13437,11.0
feature13438,6.0
feature13439,8.0
feature13440,10.0
feature13441,83.0
feature13442,3.0
feature13443,2.0
feature13444,4.0
feature13445,14.0
feature13446,8.0
feature13447,6.0
feature13448,73.0
feature13449,3.0
feature13450,2.0
feature13451,11.0
feature13452,6.0
feature13453,2.0
feature13454,76.0
feature13455,6.0
feature13456,3.0
feature13457,4.0
feature13458,3.0
feature13459,176.0
feature13460,16.0
feature13461,2.0
feature13462,3.0
feature13463,7.0
feature13464,5.0
feature13465,12.0
feature13466,12.0
feature13467,10.0
feature13468,7.0
feature13469,2.0
feature13470,2.0
feature13471,33.0
feature13472,3.0
feature13473,6.0
feature13474,2.0
feature13475,6.0
feature13476,822.0
feature13477,2.0
feature13478,14.0
feature13479,9.0
feature13480,3.0
feature13481,4.0
feature13482,4.0
feature13483,6.0
feature13484,7.0
feature13485,10.0
feature13486,3.0
feature13487,3.0
feature13488,64.0
feature13489,8.0
feature13490,7.0
feature13491,115.0
feature13492,4.0
feature13493,456.0
feature13494,7.0
feature13495,17.0
feature13496,5.0
feature13497,2.0
feature13498,8.0
feature13499,2.0
feature13500,21.0
feature13501,75.0
feature13502,3.0
feature13503,4.0
feature13504,34.0
feature13505,24.0
feature13506,4.0
feature13507,75.0
feature13508,3.0
feature13509,12.0
feature13510,8.0
feature13511,16.0
feature13512,6.0
feature13513,13.0
feature13514,43.0
feature13515,6.0
feature13516,2.0
feature13517,14.0
feature13518,8.0
feature13519,5.0
feature13520,46.0
feature13521,15.0
feature13522,3.0
feature13523,4.0
feature13524,38.0
feature13525,3.0
feature13526,14.0
feature13527,22.0
feature13528,17.0
feature13529,9.0
feature13530,161.0
feature13531,4.0
feature13532,151.0
feature13533,4.0
feature13534,27.0
feature13535,133.0
feature13536,4.0
feature13537,2.0
feature13538,69.0
feature13539,10.0
feature13540,3.0
feature13541,59.0
feature13542,2637.0
feature13543,2.0
feature13544,23.0
feature13545,547.0
feature13546,4.0
feature13547,46.0
feature13548,13.0
feature13549,72.0
feature13550,12.0
feature13551,4.0
feature13552,2.0
feature13553,3.0
feature13554,118.0
feature13555,5.0
feature13556,3.0
feature13557,2.0
feature13558,5.0
feature13559,14.0
feature13560,9.0
feature13561,9.0
feature13562,15.0
feature13563,224.0
feature13564,5.0
feature13565,4.0
feature13566,3.0
feature13567,2.0
feature13568,3.0
feature13569,104.0
feature13570,6.0
feature13571,60.0
feature13572,3.0
feature13573,4.0
feature13574,22.0
feature13575,4.0
feature13576,2.0
feature13577,2.0
feature13578,28.0
feature13579,3.0
feature13580,5.0
feature13581,2.0
feature13582,5.0
feature13583,3.0
feature13584,10.0
feature13585,28.0
feature13586,2.0
feature13587,10.0
feature13588,4.0
feature13589,5.0
feature13590,2.0
feature13591,3.0
feature13592,9.0
feature13593,7.0
feature13594,2.0
feature13595,2.0
feature13596,4.0
feature13597,140.0
feature13598,4.0
feature13599,3.0
feature13600,5.0
feature13601,613.0
feature13602,10.0
feature13603,4.0
feature13604,4.0
feature13605,30.0
feature13606,4.0
feature13607,7.0
feature13608,48.0
feature13609,17.0
feature13610,3.0
feature13611,31.0
feature13612,9.0
feature13613,2.0
feature13614,30.0
feature13615,11.0
feature13616,2.0
feature13617,3.0
feature13618,2.0
feature13619,17.0
feature13620,34.0
feature13621,16.0
feature13622,7.0
feature13623,7.0
feature13624,7.0
feature13625,89.0
feature13626,104.0
feature13627,10.0
feature13628,5.0
feature13629,17.0
feature13630,3.0
feature13631,8.0
feature13632,1402.0
feature13633,3.0
feature13634,67.0
feature13635,27.0
feature13636,99.0
feature13637,19.0
feature13638,7.0
feature13639,4.0
feature13640,3.0
feature13641,4.0
feature13642,2.0
feature13643,9.0
feature13644,2.0
feature13645,4.0
feature13646,15.0
feature13647,21.0
feature13648,2.0
feature13649,4.0
feature13650,5.0
feature13651,7.0
feature13652,5.0
feature13653,4.0
feature13654,6.0
feature13655,156.0
feature13656,10.0
feature13657,8.0
feature13658,5.0
feature13659,43.0
feature13660,8.0
feature13661,5.0
feature13662,5.0
feature13663,3.0
feature13664,5.0
feature13665,2.0
feature13666,2.0
feature13667,7.0
feature13668,9.0
feature13669,20.0
feature13670,7.0
feature13671,215.0
feature13672,86.0
feature13673,13.0
feature13674,6.0
feature13675,3.0
feature13676,7.0
feature13677,4.0
feature13678,5.0
feature13679,27.0
feature13680,3.0
feature13681,20.0
feature13682,16.0
feature13683,4.0
feature13684,6.0
feature13685,24.0
feature13686,6.0
feature13687,7.0
feature13688,28.0
feature13689,2.0
feature13690,36.0
feature13691,66.0
feature13692,3.0
feature13693,16.0
feature13694,2.0
feature13695,11.0
feature13696,31.0
feature13697,3.0
feature13698,37.0
feature13699,71.0
feature13700,2394.0
feature13701,7.0
feature13702,7.0
feature13703,7.0
feature13704,81.0
feature13705,3.0
feature13706,36.0
feature13707,6.0
feature13708,2632.0
feature13709,10.0
feature13710,18.0
feature13711,10.0
feature13712,10.0
feature13713,4.0
feature13714,4.0
feature13715,3.0
feature13716,8.0
feature13717,9.0
feature13718,66.0
feature13719,5.0
feature13720,2.0
feature13721,2.0
feature13722,2.0
feature13723,4.0
feature13724,606.0
feature13725,188.0
feature13726,3.0
feature13727,8.0
feature13728,12.0
feature13729,8.0
feature13730,6.0
feature13731,7.0
feature13732,2.0
feature13733,10.0
feature13734,9.0
feature13735,72.0
feature13736,3.0
feature13737,4.0
feature13738,6.0
feature13739,15.0
feature13740,13.0
feature13741,2.0
feature13742,3.0
feature13743,3.0
feature13744,2.0
feature13745,27.0
feature13746,72.0
feature13747,5.0
feature13748,2.0
feature13749,4.0
feature13750,5.0
feature13751,2.0
feature13752,182.0
feature13753,3.0
feature13754,44.0
feature13755,3.0
feature13756,6.0
feature13757,2.0
feature13758,8.0
feature13759,137.0
feature13760,22.0
feature13761,21.0
feature13762,3.0
feature13763,3.0
feature13764,46.0
feature13765,2.0
feature13766,78.0
feature13767,3.0
feature13768,93.0
feature13769,10.0
feature13770,4.0
feature13771,2.0
feature13772,2.0
feature13773,38.0
feature13774,87.0
feature13775,69.0
feature13776,2.0
feature13777,147.0
feature13778,6.0
feature13779,22.0
feature13780,25.0
feature13781,2.0
feature13782,19.0
feature13783,2.0
feature13784,16.0
feature13785,7.0
feature13786,3.0
feature13787,27.0
feature13788,6.0
feature13789,120.0
feature13790,12.0
feature13791,195.0
feature13792,5.0
feature13793,3.0
feature13794,4.0
feature13795,6.0
feature13796,13.0
feature13797,3.0
feature13798,3.0
feature13799,11.0
feature13800,4.0
feature13801,3.0
feature13802,2.0
feature13803,57.0
feature13804,4.0
feature13805,2.0
feature13806,3.0
feature13807,3.0
feature13808,335.0
feature13809,4.0
feature13810,5.0
feature13811,15.0
feature13812,4.0
feature13813,128.0
feature13814,11.0
feature13815,2.0
feature13816,18.0
feature13817,8.0
feature13818,3.0
feature13819,3.0
feature13820,32.0
feature13821,2.0
feature13822,6.0
feature13823,2.0
feature13824,4.0
feature13825,66.0
feature13826,14.0
feature13827,4.0
feature13828,4.0
feature13829,3.0
feature13830,8.0
feature13831,24.0
feature13832,8.0
feature13833,4.0
feature13834,2.0
feature13835,4.0
feature13836,91.0
feature13837,7.0
feature13838,4.0
feature13839,23.0
feature13840,3.0
feature13841,7.0
feature13842,33.0
feature13843,8.0
feature13844,38.0
feature13845,50.0
feature13846,213.0
feature13847,4.0
feature13848,5.0
feature13849,2.0
feature13850,38.0
feature13851,2.0
feature13852,2.0
feature13853,4.0
feature13854,3.0
feature13855,3.0
feature13856,2.0
feature13857,2.0
feature13858,4.0
feature13859,2.0
feature13860,254.0
feature13861,4.0
feature13862,10.0
feature13863,4.0
feature13864,76.0
feature13865,2.0
feature13866,183.0
feature13867,5.0
feature13868,4.0
feature13869,52.0
feature13870,10.0
feature13871,2.0
feature13872,12.0
feature13873,10.0
feature13874,4.0
feature13875,6.0
feature13876,3.0
feature13877,8.0
feature13878,7.0
feature13879,106.0
feature13880,3.0
feature13881,9.0
feature13882,4.0
feature13883,27.0
feature13884,22.0
feature13885,2.0
feature13886,4.0
feature13887,6.0
feature13888,85.0
feature13889,20.0
feature13890,16.0
feature13891,98.0
feature13892,6.0
feature13893,16.0
feature13894,2.0
feature13895,10.0
feature13896,4.0
feature13897,4.0
feature13898,18.0
feature13899,3.0
feature13900,2.0
feature13901,4.0
feature13902,51.0
feature13903,6.0
feature13904,24.0
feature13905,3.0
feature13906,12.0
feature13907,15.0
feature13908,6.0
feature13909,26.0
feature13910,11.0
feature13911,294.0
feature13912,6.0
feature13913,3.0
feature13914,23.0
feature13915,5.0
feature13916,5.0
feature13917,4.0
feature13918,24.0
feature13919,16.0
feature13920,6.0
feature13921,22.0
feature13922,2.0
feature13923,3.0
feature13924,6.0
feature13925,170.0
feature13926,13.0
feature13927,3.0
feature13928,9.0
feature13929,5.0
feature13930,4.0
feature13931,41.0
feature13932,12.0
feature13933,7.0
feature13934,5.0
feature13935,4.0
feature13936,11.0
feature13937,2.0
feature13938,195.0
feature13939,5.0
feature13940,4.0
feature13941,75.0
feature13942,4.0
feature13943,21.0
feature13944,18.0
feature13945,2.0
feature13946,2.0
feature13947,4.0
feature13948,30.0
feature13949,70.0
feature13950,39.0
feature13951,5.0
feature13952,13.0
feature13953,2.0
feature13954,5.0
feature13955,78.0
feature13956,4.0
feature13957,2.0
feature13958,2.0
feature13959,10.0
feature13960,5.0
feature13961,21.0
feature13962,6.0
feature13963,4.0
feature13964,2.0
feature13965,12.0
feature13966,89.0
feature13967,2.0
feature13968,24.0
feature13969,3.0
feature13970,29.0
feature13971,6.0
feature13972,3.0
feature13973,14.0
feature13974,4.0
feature13975,2.0
feature13976,2.0
feature13977,5.0
feature13978,4.0
feature13979,2.0
feature13980,21.0
feature13981,18.0
feature13982,3.0
feature13983,15.0
feature13984,16.0
feature13985,127.0
feature13986,4.0
feature13987,246.0
feature13988,36.0
feature13989,18.0
feature13990,4.0
feature13991,4.0
feature13992,2.0
feature13993,6.0
feature13994,16701.0
feature13995,34.0
feature13996,2.0
feature13997,2.0
feature13998,12.0
feature13999,3.0
feature14000,10.0
feature14001,3.0
feature14002,4.0
feature14003,6.0
feature14004,4.0
feature14005,10.0
feature14006,4.0
feature14007,2.0
feature14008,93.0
feature14009,108.0
feature14010,31.0
feature14011,4.0
feature14012,2.0
feature14013,2.0
feature14014,9.0
feature14015,2.0
feature14016,24.0
feature14017,38.0
feature14018,4.0
