,0
feature28932,3.0
feature28933,68.0
feature28934,9.0
feature28935,6.0
feature28936,5.0
feature28937,11.0
feature28938,42.0
feature28939,4.0
feature28940,3.0
feature28941,7.0
feature28942,2.0
feature28943,4.0
feature28944,16.0
feature28945,3.0
feature28946,3.0
feature28947,10.0
feature28948,100.0
feature28949,11.0
feature28950,7.0
feature28951,28.0
feature28952,4.0
feature28953,38.0
feature28954,4.0
feature28955,9.0
feature28956,9.0
feature28957,168.0
feature28958,135.0
feature28959,2.0
feature28960,9.0
feature28961,7.0
feature28962,17.0
feature28963,2.0
feature28964,28.0
feature28965,2617.0
feature28966,342.0
feature28967,2666.0
feature28968,6.0
feature28969,7.0
feature28970,3.0
feature28971,4.0
feature28972,28.0
feature28973,59.0
feature28974,1850.0
feature28975,3.0
feature28976,6.0
feature28977,36.0
feature28978,11.0
feature28979,21.0
feature28980,6.0
feature28981,2.0
feature28982,3.0
feature28983,28.0
feature28984,21.0
feature28985,47.0
feature28986,2.0
feature28987,3.0
feature28988,4.0
feature28989,5.0
feature28990,12.0
feature28991,4.0
feature28992,25.0
feature28993,4.0
feature28994,19.0
feature28995,6.0
feature28996,3.0
feature28997,8.0
feature28998,2.0
feature28999,9.0
feature29000,3.0
feature29001,2.0
feature29002,12.0
feature29003,3.0
feature29004,10.0
feature29005,16.0
feature29006,10.0
feature29007,14.0
feature29008,2.0
feature29009,15.0
feature29010,4.0
feature29011,18.0
feature29012,66.0
feature29013,4.0
feature29014,3.0
feature29015,7.0
feature29016,6.0
feature29017,5.0
feature29018,2.0
feature29019,11.0
feature29020,3.0
feature29021,10.0
feature29022,3.0
feature29023,9.0
feature29024,5.0
feature29025,86.0
feature29026,82.0
feature29027,8.0
feature29028,6.0
feature29029,9.0
feature29030,3.0
feature29031,2.0
feature29032,12.0
feature29033,3.0
feature29034,12.0
feature29035,134.0
feature29036,4.0
feature29037,8.0
feature29038,7.0
feature29039,2.0
feature29040,3.0
feature29041,6.0
feature29042,69.0
feature29043,114.0
feature29044,4.0
feature29045,22.0
feature29046,11.0
feature29047,3.0
feature29048,3.0
feature29049,3.0
feature29050,3.0
feature29051,4.0
feature29052,8.0
feature29053,17.0
feature29054,2.0
feature29055,6.0
feature29056,5.0
feature29057,8.0
feature29058,18.0
feature29059,71.0
feature29060,5.0
feature29061,12.0
feature29062,20.0
feature29063,14.0
feature29064,21.0
feature29065,15.0
feature29066,3.0
feature29067,10.0
feature29068,9.0
feature29069,32.0
feature29070,5.0
feature29071,8.0
feature29072,127.0
feature29073,11.0
feature29074,3.0
feature29075,86.0
feature29076,14.0
feature29077,5.0
feature29078,3.0
feature29079,5.0
feature29080,5.0
feature29081,9.0
feature29082,6.0
feature29083,67.0
feature29084,10.0
feature29085,17.0
feature29086,9.0
feature29087,10.0
feature29088,3.0
feature29089,47.0
feature29090,41.0
feature29091,19.0
feature29092,5.0
feature29093,42.0
feature29094,4.0
feature29095,5.0
feature29096,2.0
feature29097,70.0
feature29098,17.0
feature29099,8.0
feature29100,90.0
feature29101,6.0
feature29102,53.0
feature29103,3.0
feature29104,2.0
feature29105,2.0
feature29106,8.0
feature29107,12.0
feature29108,3.0
feature29109,38.0
feature29110,8.0
feature29111,3.0
feature29112,6.0
feature29113,2.0
feature29114,3.0
feature29115,3.0
feature29116,2.0
feature29117,3.0
feature29118,7.0
feature29119,38.0
feature29120,19.0
feature29121,20.0
feature29122,3.0
feature29123,155.0
feature29124,3.0
feature29125,3.0
feature29126,2.0
feature29127,7.0
feature29128,32.0
feature29129,6.0
feature29130,27.0
feature29131,11.0
feature29132,74.0
feature29133,2.0
feature29134,63.0
feature29135,7.0
feature29136,18.0
feature29137,8.0
feature29138,52.0
feature29139,2.0
feature29140,2.0
feature29141,8.0
feature29142,3.0
feature29143,10.0
feature29144,10.0
feature29145,16.0
feature29146,2.0
feature29147,8.0
feature29148,7.0
feature29149,32.0
feature29150,6.0
feature29151,11.0
feature29152,2.0
feature29153,9.0
feature29154,8.0
feature29155,43.0
feature29156,2.0
feature29157,3.0
feature29158,3.0
feature29159,7.0
feature29160,3.0
feature29161,58.0
feature29162,2.0
feature29163,6.0
feature29164,10.0
feature29165,6.0
feature29166,3.0
feature29167,29.0
feature29168,85.0
feature29169,4.0
feature29170,34.0
feature29171,3.0
feature29172,16.0
feature29173,11.0
feature29174,9.0
feature29175,4.0
feature29176,3.0
feature29177,6.0
feature29178,2.0
feature29179,4.0
feature29180,2.0
feature29181,3.0
feature29182,5.0
feature29183,24.0
feature29184,10.0
feature29185,16.0
feature29186,5.0
feature29187,6.0
feature29188,6.0
feature29189,5.0
feature29190,5.0
feature29191,3.0
feature29192,185.0
feature29193,1015.0
feature29194,7.0
feature29195,15.0
feature29196,21.0
feature29197,6.0
feature29198,13.0
feature29199,157.0
feature29200,2.0
feature29201,2.0
feature29202,51.0
feature29203,3.0
feature29204,2.0
feature29205,10.0
feature29206,25.0
feature29207,38.0
feature29208,3.0
feature29209,9.0
feature29210,40.0
feature29211,2.0
feature29212,5.0
feature29213,7.0
feature29214,3.0
feature29215,2.0
feature29216,16.0
feature29217,8.0
feature29218,8.0
feature29219,2.0
feature29220,16.0
feature29221,6.0
feature29222,41.0
feature29223,3.0
feature29224,3.0
feature29225,244.0
feature29226,39.0
feature29227,10.0
feature29228,21.0
feature29229,5.0
feature29230,2.0
feature29231,11.0
feature29232,3.0
feature29233,201.0
feature29234,5.0
feature29235,5.0
feature29236,3.0
feature29237,3.0
feature29238,2.0
feature29239,12.0
feature29240,11.0
feature29241,40.0
feature29242,6.0
feature29243,4.0
feature29244,5.0
feature29245,11.0
feature29246,4.0
feature29247,4.0
feature29248,14.0
feature29249,3.0
feature29250,13.0
feature29251,4.0
feature29252,3.0
feature29253,4.0
feature29254,5239.0
feature29255,3.0
feature29256,6.0
feature29257,46.0
feature29258,21.0
feature29259,10.0
feature29260,2.0
feature29261,19.0
feature29262,35.0
feature29263,4.0
feature29264,29.0
feature29265,4.0
feature29266,2.0
feature29267,3.0
feature29268,38.0
feature29269,99.0
feature29270,9.0
feature29271,4.0
feature29272,3.0
feature29273,8.0
feature29274,5.0
feature29275,15.0
feature29276,8.0
feature29277,5.0
feature29278,21.0
feature29279,3.0
feature29280,13.0
feature29281,10.0
feature29282,38.0
feature29283,5.0
feature29284,60.0
feature29285,62.0
feature29286,187.0
feature29287,3.0
feature29288,6.0
feature29289,278.0
feature29290,5.0
feature29291,23.0
feature29292,42.0
feature29293,3.0
feature29294,13.0
feature29295,61.0
feature29296,456.0
feature29297,3.0
feature29298,5.0
feature29299,14.0
feature29300,6.0
feature29301,4.0
feature29302,4.0
feature29303,5.0
feature29304,2.0
feature29305,12.0
feature29306,215.0
feature29307,2.0
feature29308,4.0
feature29309,2.0
feature29310,31.0
feature29311,12.0
feature29312,13.0
feature29313,2.0
feature29314,10.0
feature29315,3.0
feature29316,6.0
feature29317,42.0
feature29318,2.0
feature29319,111.0
feature29320,2.0
feature29321,3.0
feature29322,8.0
feature29323,23.0
feature29324,3.0
feature29325,17.0
feature29326,36.0
feature29327,5.0
feature29328,24.0
feature29329,10.0
feature29330,8.0
feature29331,4.0
feature29332,16.0
feature29333,84.0
feature29334,393.0
feature29335,3.0
feature29336,21.0
feature29337,739.0
feature29338,42.0
feature29339,13.0
feature29340,15.0
feature29341,4.0
feature29342,4.0
feature29343,4.0
feature29344,7.0
feature29345,22.0
feature29346,6.0
feature29347,4.0
feature29348,6.0
feature29349,2.0
feature29350,4.0
feature29351,8.0
feature29352,1184.0
feature29353,2.0
feature29354,3.0
feature29355,6.0
feature29356,3.0
feature29357,152.0
feature29358,143.0
feature29359,185.0
feature29360,8.0
feature29361,13.0
feature29362,3.0
feature29363,3.0
feature29364,6.0
feature29365,37.0
feature29366,17.0
feature29367,23.0
feature29368,50.0
feature29369,2.0
feature29370,3.0
feature29371,56.0
feature29372,15.0
feature29373,24.0
feature29374,11.0
feature29375,4.0
feature29376,3.0
feature29377,4.0
feature29378,5.0
feature29379,6.0
feature29380,4.0
feature29381,10.0
feature29382,3.0
feature29383,51.0
feature29384,8.0
feature29385,22.0
feature29386,6.0
feature29387,4.0
feature29388,10.0
feature29389,7.0
feature29390,10.0
feature29391,3.0
feature29392,16.0
feature29393,3.0
feature29394,6.0
feature29395,4.0
feature29396,4.0
feature29397,23.0
feature29398,3.0
feature29399,54.0
feature29400,15.0
feature29401,6.0
feature29402,158.0
feature29403,19.0
feature29404,3.0
feature29405,64.0
feature29406,3.0
feature29407,49.0
feature29408,12.0
feature29409,27.0
feature29410,2.0
feature29411,5.0
feature29412,6.0
feature29413,12.0
feature29414,6.0
feature29415,3.0
feature29416,11.0
feature29417,4.0
feature29418,2.0
feature29419,3.0
feature29420,3.0
feature29421,2616.0
feature29422,25.0
feature29423,2.0
feature29424,100.0
feature29425,6.0
feature29426,2.0
feature29427,4.0
feature29428,95.0
feature29429,5.0
feature29430,3.0
feature29431,3.0
feature29432,2.0
feature29433,10.0
feature29434,2.0
feature29435,8.0
feature29436,3.0
feature29437,2.0
feature29438,3.0
feature29439,2.0
feature29440,68.0
feature29441,8.0
feature29442,6.0
feature29443,4.0
feature29444,2.0
feature29445,4.0
feature29446,728.0
feature29447,2.0
feature29448,3.0
feature29449,4.0
feature29450,24.0
feature29451,369.0
feature29452,2.0
feature29453,230.0
feature29454,8.0
feature29455,2.0
feature29456,24.0
feature29457,4.0
feature29458,21.0
feature29459,76.0
feature29460,2.0
feature29461,6.0
feature29462,3.0
feature29463,2.0
feature29464,100.0
feature29465,5.0
feature29466,13.0
feature29467,8.0
feature29468,21.0
feature29469,38.0
feature29470,165.0
feature29471,4.0
feature29472,266.0
feature29473,127.0
feature29474,9.0
feature29475,3.0
feature29476,2.0
feature29477,2.0
feature29478,234.0
feature29479,5.0
feature29480,7.0
feature29481,19.0
feature29482,13.0
feature29483,6.0
feature29484,9.0
feature29485,41.0
feature29486,2.0
feature29487,18.0
feature29488,4.0
feature29489,42.0
feature29490,10.0
feature29491,7.0
feature29492,13.0
feature29493,4.0
feature29494,3.0
feature29495,16.0
feature29496,3.0
feature29497,4.0
feature29498,78.0
feature29499,363.0
feature29500,13.0
feature29501,3.0
feature29502,112.0
feature29503,34.0
feature29504,51.0
feature29505,15.0
feature29506,8.0
feature29507,4.0
feature29508,4.0
feature29509,28.0
feature29510,65.0
feature29511,4926.0
feature29512,4.0
feature29513,2.0
feature29514,31.0
feature29515,2.0
feature29516,27.0
feature29517,8.0
feature29518,10.0
feature29519,4.0
feature29520,6.0
feature29521,7.0
feature29522,8.0
feature29523,63.0
feature29524,4.0
feature29525,6.0
feature29526,5.0
feature29527,4.0
feature29528,4.0
feature29529,3.0
feature29530,34.0
feature29531,5.0
feature29532,16.0
feature29533,15.0
feature29534,802.0
feature29535,36.0
feature29536,39.0
feature29537,5.0
feature29538,20.0
feature29539,13.0
feature29540,3.0
feature29541,38.0
feature29542,8.0
feature29543,2.0
feature29544,2.0
feature29545,4.0
feature29546,29.0
feature29547,9.0
feature29548,3.0
feature29549,9.0
feature29550,5.0
feature29551,3.0
feature29552,2.0
feature29553,119.0
feature29554,9.0
feature29555,3.0
feature29556,9.0
feature29557,2.0
feature29558,5.0
feature29559,4.0
feature29560,3.0
feature29561,2.0
feature29562,6.0
feature29563,11.0
feature29564,44.0
feature29565,14.0
feature29566,3.0
feature29567,2.0
feature29568,2.0
feature29569,3.0
feature29570,4.0
feature29571,26.0
feature29572,10.0
feature29573,76.0
feature29574,3.0
feature29575,26.0
feature29576,4567.0
feature29577,9.0
feature29578,4.0
feature29579,4.0
feature29580,103.0
feature29581,20.0
feature29582,3.0
feature29583,7.0
feature29584,7.0
feature29585,7.0
feature29586,18.0
feature29587,78.0
feature29588,2.0
feature29589,5.0
feature29590,15.0
feature29591,13.0
feature29592,6.0
feature29593,3.0
feature29594,777.0
feature29595,10.0
feature29596,16.0
feature29597,58.0
feature29598,4.0
feature29599,3.0
feature29600,36.0
feature29601,6.0
feature29602,2.0
feature29603,47.0
feature29604,2.0
feature29605,6.0
feature29606,4.0
feature29607,2.0
feature29608,69.0
feature29609,4.0
feature29610,11.0
feature29611,4.0
feature29612,7.0
feature29613,9.0
feature29614,6.0
feature29615,3.0
feature29616,3.0
feature29617,9.0
feature29618,462.0
feature29619,4.0
feature29620,17.0
feature29621,6.0
feature29622,2.0
feature29623,27.0
feature29624,5.0
feature29625,66.0
feature29626,2.0
feature29627,15.0
feature29628,57.0
feature29629,8.0
feature29630,24.0
feature29631,6.0
feature29632,12.0
feature29633,5.0
feature29634,2.0
feature29635,29.0
feature29636,2.0
feature29637,8.0
feature29638,21.0
feature29639,4.0
feature29640,4.0
feature29641,2.0
feature29642,3.0
feature29643,15.0
feature29644,3.0
feature29645,42.0
feature29646,6.0
feature29647,10.0
feature29648,17.0
feature29649,7.0
feature29650,16.0
feature29651,2.0
feature29652,345.0
feature29653,12.0
feature29654,3.0
feature29655,45.0
feature29656,8.0
feature29657,38.0
feature29658,3.0
feature29659,18.0
feature29660,38.0
feature29661,12069.0
feature29662,3.0
feature29663,38.0
feature29664,4.0
feature29665,6.0
feature29666,4.0
feature29667,12.0
feature29668,3.0
feature29669,191.0
feature29670,14.0
feature29671,32.0
feature29672,8.0
feature29673,7.0
feature29674,4.0
feature29675,6.0
feature29676,22.0
feature29677,4.0
feature29678,6.0
feature29679,5.0
feature29680,51.0
feature29681,6.0
feature29682,2.0
feature29683,6.0
feature29684,55.0
feature29685,34.0
feature29686,24.0
feature29687,2.0
feature29688,6.0
feature29689,2.0
feature29690,81.0
feature29691,5.0
feature29692,3.0
feature29693,16.0
feature29694,14.0
feature29695,5.0
feature29696,11.0
feature29697,2.0
feature29698,6.0
feature29699,38.0
feature29700,11.0
feature29701,4.0
feature29702,3.0
feature29703,4.0
feature29704,3.0
feature29705,23.0
feature29706,7.0
feature29707,17.0
feature29708,24.0
feature29709,10.0
feature29710,4.0
feature29711,11.0
feature29712,18.0
feature29713,2.0
feature29714,12.0
feature29715,2.0
feature29716,49.0
feature29717,11.0
feature29718,6.0
feature29719,3.0
feature29720,23.0
feature29721,20.0
feature29722,134.0
feature29723,5.0
feature29724,7.0
feature29725,3.0
feature29726,4.0
feature29727,4.0
feature29728,3.0
feature29729,9.0
feature29730,4.0
feature29731,5919.0
feature29732,4.0
feature29733,19.0
feature29734,39.0
feature29735,3.0
feature29736,47.0
feature29737,10.0
feature29738,4.0
feature29739,9.0
feature29740,90.0
feature29741,5.0
feature29742,3.0
feature29743,45.0
feature29744,4.0
feature29745,11.0
feature29746,13.0
feature29747,6.0
feature29748,10.0
feature29749,55.0
feature29750,2.0
feature29751,3.0
feature29752,238.0
feature29753,19.0
feature29754,3.0
feature29755,8.0
feature29756,269.0
feature29757,6.0
feature29758,2.0
feature29759,30.0
feature29760,2.0
feature29761,5.0
feature29762,2.0
feature29763,2.0
feature29764,128.0
feature29765,5.0
feature29766,2.0
feature29767,2.0
feature29768,2.0
feature29769,38.0
feature29770,15.0
feature29771,3.0
feature29772,107.0
feature29773,6.0
feature29774,127.0
feature29775,7.0
feature29776,244.0
feature29777,38.0
feature29778,8.0
feature29779,21.0
feature29780,18.0
feature29781,15.0
feature29782,2.0
feature29783,10.0
feature29784,4.0
feature29785,3.0
feature29786,39.0
feature29787,3.0
feature29788,4.0
feature29789,43.0
feature29790,23.0
feature29791,6.0
feature29792,4.0
feature29793,5.0
feature29794,4.0
feature29795,8.0
feature29796,6.0
feature29797,8.0
feature29798,7.0
feature29799,17.0
feature29800,7.0
feature29801,24.0
feature29802,3.0
feature29803,15.0
feature29804,3.0
feature29805,17.0
feature29806,26.0
feature29807,4.0
feature29808,3.0
feature29809,16.0
feature29810,3.0
feature29811,3.0
feature29812,5.0
feature29813,10.0
feature29814,12.0
feature29815,15.0
feature29816,2.0
feature29817,5.0
feature29818,6.0
feature29819,16.0
feature29820,2.0
feature29821,38.0
feature29822,2.0
feature29823,8.0
feature29824,1609.0
feature29825,6.0
feature29826,5.0
feature29827,8.0
feature29828,8.0
feature29829,56.0
feature29830,27.0
feature29831,2.0
feature29832,4.0
feature29833,2.0
feature29834,11.0
feature29835,78.0
feature29836,7.0
feature29837,49.0
feature29838,3.0
feature29839,17.0
feature29840,22.0
feature29841,3.0
feature29842,6.0
feature29843,3.0
feature29844,3.0
feature29845,10.0
feature29846,4.0
feature29847,81.0
feature29848,7.0
feature29849,5.0
feature29850,265.0
feature29851,71.0
feature29852,6.0
feature29853,2.0
feature29854,20.0
feature29855,2.0
feature29856,31.0
feature29857,3.0
feature29858,3.0
feature29859,7.0
feature29860,6.0
feature29861,5.0
feature29862,153.0
feature29863,82.0
feature29864,23.0
feature29865,49.0
feature29866,7.0
feature29867,3.0
feature29868,76.0
feature29869,6.0
feature29870,2.0
feature29871,746.0
feature29872,366.0
feature29873,6.0
feature29874,2.0
feature29875,54.0
feature29876,39.0
feature29877,3.0
feature29878,2.0
feature29879,24.0
feature29880,10.0
feature29881,3.0
feature29882,7.0
feature29883,3.0
feature29884,2.0
feature29885,2.0
feature29886,4.0
feature29887,36.0
feature29888,10.0
feature29889,97.0
feature29890,4.0
feature29891,47.0
feature29892,8.0
feature29893,12.0
feature29894,4.0
feature29895,15.0
feature29896,13.0
feature29897,2.0
feature29898,43.0
feature29899,3.0
feature29900,8.0
feature29901,3.0
feature29902,3.0
feature29903,136.0
feature29904,4.0
feature29905,2.0
feature29906,30.0
feature29907,69.0
feature29908,128.0
feature29909,32.0
feature29910,2.0
feature29911,38.0
feature29912,117.0
feature29913,3.0
feature29914,10.0
feature29915,6.0
feature29916,14.0
feature29917,4657.0
feature29918,72.0
feature29919,9.0
feature29920,5.0
feature29921,7.0
feature29922,9.0
feature29923,16.0
feature29924,156.0
feature29925,11.0
feature29926,3.0
feature29927,3.0
feature29928,8.0
feature29929,140.0
feature29930,38.0
feature29931,12.0
feature29932,2.0
feature29933,2.0
feature29934,7.0
feature29935,6.0
feature29936,64.0
feature29937,5.0
feature29938,10.0
feature29939,2.0
feature29940,7.0
feature29941,44.0
feature29942,10.0
feature29943,8.0
feature29944,3.0
feature29945,2.0
feature29946,2.0
feature29947,32.0
feature29948,3.0
feature29949,5.0
feature29950,2.0
feature29951,168.0
feature29952,15.0
feature29953,4.0
feature29954,52.0
feature29955,2.0
feature29956,29.0
feature29957,4.0
feature29958,10.0
feature29959,3.0
feature29960,3.0
feature29961,2077.0
feature29962,10.0
feature29963,5085.0
feature29964,8.0
feature29965,5.0
feature29966,10.0
feature29967,6.0
feature29968,261.0
feature29969,2.0
feature29970,2.0
feature29971,2.0
feature29972,11.0
feature29973,38.0
feature29974,81.0
feature29975,5.0
feature29976,29.0
feature29977,78.0
feature29978,12.0
feature29979,5.0
feature29980,3.0
feature29981,3.0
feature29982,7.0
feature29983,13.0
feature29984,18.0
feature29985,3.0
feature29986,14.0
feature29987,46.0
feature29988,37.0
feature29989,5.0
feature29990,40.0
feature29991,10.0
feature29992,3.0
feature29993,38.0
feature29994,3.0
feature29995,3.0
feature29996,4.0
feature29997,6.0
feature29998,6.0
feature29999,2.0
feature30000,11.0
feature30001,3.0
feature30002,28.0
feature30003,2.0
feature30004,3.0
feature30005,160.0
feature30006,4.0
feature30007,28.0
feature30008,12.0
feature30009,8.0
feature30010,12.0
feature30011,5.0
feature30012,26.0
feature30013,4.0
feature30014,2.0
feature30015,17.0
feature30016,15.0
feature30017,3.0
feature30018,6.0
feature30019,644.0
feature30020,19.0
feature30021,46.0
feature30022,3.0
feature30023,42.0
feature30024,12.0
feature30025,6.0
feature30026,3.0
feature30027,55.0
feature30028,4.0
feature30029,29.0
feature30030,9.0
feature30031,57.0
feature30032,4.0
feature30033,470.0
feature30034,34.0
feature30035,2.0
feature30036,3.0
feature30037,51.0
feature30038,32.0
feature30039,4.0
feature30040,6.0
feature30041,2.0
feature30042,4.0
feature30043,28.0
feature30044,3.0
feature30045,20.0
feature30046,736.0
feature30047,2.0
feature30048,165.0
feature30049,23.0
feature30050,26.0
feature30051,355.0
feature30052,32.0
feature30053,4.0
feature30054,28.0
feature30055,3.0
feature30056,3.0
feature30057,14.0
feature30058,3.0
feature30059,3.0
feature30060,31.0
feature30061,8.0
feature30062,14.0
feature30063,2.0
feature30064,7.0
feature30065,5.0
feature30066,4.0
feature30067,9.0
feature30068,3.0
feature30069,3.0
feature30070,3.0
feature30071,4.0
feature30072,4.0
feature30073,7.0
feature30074,52.0
feature30075,4.0
feature30076,6.0
feature30077,7.0
feature30078,18.0
feature30079,2.0
feature30080,48.0
feature30081,4.0
feature30082,7.0
feature30083,24.0
feature30084,7.0
feature30085,3.0
feature30086,3.0
feature30087,2.0
feature30088,2.0
feature30089,2.0
feature30090,4.0
feature30091,1926.0
feature30092,6.0
feature30093,35.0
feature30094,8.0
feature30095,25.0
feature30096,2.0
feature30097,7.0
feature30098,10.0
feature30099,3.0
feature30100,849.0
feature30101,10.0
feature30102,28.0
feature30103,118.0
feature30104,2.0
feature30105,16.0
feature30106,8.0
feature30107,3.0
feature30108,235.0
feature30109,11.0
feature30110,89.0
feature30111,9.0
feature30112,462.0
feature30113,38.0
feature30114,6.0
feature30115,167.0
feature30116,5.0
feature30117,40.0
feature30118,24.0
feature30119,22.0
feature30120,2.0
feature30121,3.0
feature30122,2.0
feature30123,42.0
feature30124,10.0
feature30125,10.0
feature30126,8.0
feature30127,17.0
feature30128,3.0
feature30129,10.0
feature30130,4.0
feature30131,7.0
feature30132,6.0
feature30133,4.0
feature30134,2.0
feature30135,4.0
feature30136,6.0
feature30137,7.0
feature30138,12.0
feature30139,48.0
feature30140,38.0
feature30141,656.0
feature30142,28.0
feature30143,2.0
feature30144,10.0
feature30145,7.0
feature30146,297.0
feature30147,6.0
feature30148,4.0
feature30149,5.0
feature30150,3.0
feature30151,4.0
feature30152,11.0
feature30153,9.0
feature30154,12.0
feature30155,3.0
feature30156,3.0
feature30157,2.0
feature30158,8.0
feature30159,372.0
feature30160,23.0
feature30161,80.0
feature30162,33.0
feature30163,2.0
feature30164,46.0
feature30165,2.0
feature30166,87.0
feature30167,8.0
feature30168,3.0
feature30169,3.0
feature30170,38.0
feature30171,27.0
feature30172,2.0
feature30173,13.0
feature30174,3.0
feature30175,7.0
feature30176,6.0
feature30177,8.0
feature30178,33.0
feature30179,5.0
feature30180,19.0
feature30181,10.0
feature30182,30.0
feature30183,3962.0
feature30184,315.0
feature30185,2.0
feature30186,3.0
feature30187,17.0
feature30188,4.0
feature30189,2.0
feature30190,2.0
feature30191,2.0
feature30192,3.0
feature30193,14.0
feature30194,3.0
feature30195,14.0
feature30196,118.0
feature30197,2.0
feature30198,3.0
feature30199,4.0
feature30200,2.0
feature30201,4.0
feature30202,176.0
feature30203,25.0
feature30204,7.0
feature30205,3.0
feature30206,8.0
feature30207,17.0
feature30208,2.0
feature30209,16.0
feature30210,3.0
feature30211,2.0
feature30212,2.0
feature30213,5.0
feature30214,6.0
feature30215,10.0
feature30216,6.0
feature30217,12.0
feature30218,4.0
feature30219,8.0
feature30220,9.0
feature30221,4.0
feature30222,3.0
feature30223,8.0
feature30224,4.0
feature30225,103.0
feature30226,2.0
feature30227,6.0
feature30228,3.0
feature30229,4.0
feature30230,9.0
feature30231,4.0
feature30232,4.0
feature30233,74.0
feature30234,5.0
feature30235,3.0
feature30236,12.0
feature30237,18.0
feature30238,114.0
feature30239,6.0
feature30240,3.0
feature30241,4.0
feature30242,12.0
feature30243,9.0
feature30244,7764.0
feature30245,2.0
feature30246,7.0
feature30247,53.0
feature30248,5.0
feature30249,2.0
feature30250,22.0
feature30251,84.0
feature30252,111.0
feature30253,3.0
feature30254,3.0
feature30255,3.0
feature30256,22.0
feature30257,2.0
feature30258,3.0
feature30259,32.0
feature30260,3.0
feature30261,2.0
feature30262,5.0
feature30263,5.0
feature30264,6.0
feature30265,55.0
feature30266,2.0
feature30267,4.0
feature30268,67.0
feature30269,8.0
feature30270,1051.0
feature30271,4.0
feature30272,12.0
feature30273,19.0
feature30274,4.0
feature30275,152.0
feature30276,2.0
feature30277,24.0
feature30278,22.0
feature30279,2.0
feature30280,2.0
feature30281,5.0
feature30282,5.0
feature30283,718.0
feature30284,12.0
feature30285,9.0
feature30286,6.0
feature30287,18.0
feature30288,2.0
feature30289,10.0
feature30290,9.0
feature30291,40.0
feature30292,2.0
feature30293,27.0
feature30294,27.0
feature30295,28.0
feature30296,7.0
feature30297,3.0
feature30298,3.0
feature30299,13.0
feature30300,7.0
feature30301,2.0
feature30302,723.0
feature30303,5.0
feature30304,7.0
feature30305,7.0
feature30306,6.0
feature30307,13.0
feature30308,3.0
feature30309,4.0
feature30310,7.0
feature30311,2.0
feature30312,13.0
feature30313,12.0
feature30314,24.0
feature30315,22.0
feature30316,11.0
feature30317,7.0
feature30318,65.0
feature30319,6.0
feature30320,5.0
feature30321,16.0
feature30322,2.0
feature30323,52.0
feature30324,2.0
feature30325,4.0
feature30326,6.0
feature30327,3.0
feature30328,7.0
feature30329,16.0
feature30330,37.0
feature30331,2.0
feature30332,5.0
feature30333,159.0
feature30334,2.0
feature30335,2.0
feature30336,6.0
feature30337,3.0
feature30338,14.0
feature30339,4.0
feature30340,3.0
feature30341,7.0
feature30342,2.0
feature30343,2.0
feature30344,10.0
feature30345,50.0
feature30346,265.0
feature30347,3.0
feature30348,16.0
feature30349,2.0
feature30350,6.0
feature30351,9.0
feature30352,4.0
feature30353,22.0
feature30354,9.0
feature30355,56.0
feature30356,12.0
feature30357,24198.0
feature30358,63.0
feature30359,2.0
feature30360,12.0
feature30361,4.0
feature30362,6.0
feature30363,160.0
feature30364,2.0
feature30365,2.0
feature30366,7.0
feature30367,38.0
feature30368,62.0
feature30369,2.0
feature30370,2.0
feature30371,64.0
feature30372,5.0
feature30373,2.0
feature30374,5.0
feature30375,5.0
feature30376,6.0
feature30377,4.0
feature30378,4.0
feature30379,2.0
feature30380,5.0
feature30381,6.0
feature30382,6.0
feature30383,16.0
feature30384,4.0
feature30385,9.0
feature30386,18.0
feature30387,2.0
feature30388,4.0
feature30389,5.0
feature30390,4.0
feature30391,4.0
feature30392,14.0
feature30393,12.0
feature30394,4.0
feature30395,8.0
feature30396,7.0
feature30397,32.0
feature30398,3.0
feature30399,20.0
feature30400,25.0
feature30401,6.0
feature30402,3.0
feature30403,6.0
feature30404,8.0
feature30405,63.0
feature30406,4.0
feature30407,2.0
feature30408,2.0
feature30409,3.0
feature30410,8.0
feature30411,8.0
feature30412,4.0
feature30413,12.0
feature30414,5.0
feature30415,6.0
feature30416,114.0
feature30417,8.0
feature30418,72.0
feature30419,5.0
feature30420,5.0
feature30421,7.0
feature30422,5.0
feature30423,15.0
feature30424,22.0
feature30425,8.0
feature30426,185.0
feature30427,138.0
feature30428,20.0
feature30429,18.0
feature30430,76.0
feature30431,4.0
feature30432,9.0
feature30433,46.0
feature30434,3.0
feature30435,10.0
feature30436,6.0
feature30437,10.0
feature30438,182.0
feature30439,6.0
feature30440,2.0
feature30441,6.0
feature30442,2.0
feature30443,66.0
feature30444,13.0
feature30445,118.0
feature30446,24.0
feature30447,5.0
feature30448,3.0
feature30449,45.0
feature30450,18.0
feature30451,18.0
feature30452,11.0
feature30453,205.0
feature30454,8.0
feature30455,68.0
feature30456,4.0
feature30457,2.0
feature30458,6.0
feature30459,4.0
feature30460,2.0
feature30461,74.0
feature30462,11.0
feature30463,103.0
feature30464,6.0
feature30465,58.0
feature30466,9.0
feature30467,6.0
feature30468,8.0
feature30469,3.0
feature30470,33.0
feature30471,19.0
feature30472,26.0
feature30473,68.0
feature30474,9.0
feature30475,3.0
feature30476,3.0
feature30477,3.0
feature30478,2.0
feature30479,4.0
feature30480,6.0
feature30481,28.0
feature30482,5.0
feature30483,6.0
feature30484,5.0
